Price,Room,Bathroom,BuildingArea,TotalArea,Parking,Latitude,Longitude
162355500,3,3,99.0,250.0,2,-33.2833,-70.8778
487066500,5,4,170.0,336.0,3,-33.4088,-70.5671
66000000,3,1,70.0,90.0,0,-33.2833,-70.8778
274200400,3,3,155.0,233.0,4,-33.5167,-70.7667
95000000,2,1,47.0,170.0,4,-33.5167,-70.7667
145000000,4,2,118.0,151.0,3,-33.4034,-70.7213
75000000,3,1,65.0,70.0,1,-33.5167,-70.7667
72000000,3,1,43.0,203.0,2,-33.5719,-70.8068
523145500,4,3,137.0,247.0,1,-33.4088,-70.5671
180395000,3,3,95.0,150.0,0,-33.5167,-70.6389
126276500,3,2,110.0,300.0,0,-33.5167,-70.6389
162355500,3,3,110.0,150.0,0,-33.5167,-70.7667
137641385,3,2,80.0,120.0,0,-33.5167,-70.7667
259768800,5,2,145.0,280.0,0,-33.5167,-70.6333
530361300,4,3,168.0,373.0,3,-33.4088,-70.5671
252553000,5,1,170.0,252.0,0,-33.5007,-70.6514
485984130,3,3,160.0,400.0,2,-33.4088,-70.5671
272396450,3,2,117.0,293.0,2,-33.4766,-70.6062
252553000,5,1,200.0,258.0,0,-33.5007,-70.6514
75765900,3,1,55.0,90.0,2,-33.6167,-70.5667
357182100,11,5,263.0,287.0,2,-33.2773,-70.6106
536133940,3,3,140.0,770.0,2,-33.1829,-70.6747
349966300,4,4,145.0,300.0,0,-33.4833,-70.55
100000000,3,2,112.0,258.0,0,-33.6167,-70.5667
110000000,4,2,108.0,108.0,1,-33.5167,-70.7667
185000000,3,1,200.0,240.0,1,-33.45,-70.7
469027000,4,3,200.0,836.0,5,-33.5007,-70.6514
469027000,4,3,220.0,836.0,3,-33.5007,-70.6514
194826600,3,2,86.0,306.0,2,-33.6844,-70.9248
170000000,3,2,82.0,179.0,0,-33.6167,-70.5667
300000000,4,2,82.0,90.0,2,-33.2773,-70.6106
540000000,6,4,203.0,270.0,2,-33.435,-70.615
155000000,3,3,89.0,160.0,1,-33.6167,-70.5667
150000000,5,2,80.0,240.0,0,-33.4833,-70.55
125000000,4,2,64.0,101.0,0,-33.6167,-70.5667
135000000,5,3,135.0,128.0,2,-33.582,-70.692
130750296,3,1,87.0,180.0,1,-33.2642,-70.715
82000000,3,1,78.0,110.0,1,-33.727,-70.7046
118000000,3,1,130.0,130.0,3,-33.6167,-70.5667
313887300,6,3,150.0,236.0,0,-33.4088,-70.5671
358986050,4,3,140.0,392.0,2,-33.1829,-70.6747
360068420,3,3,140.0,400.0,2,-33.1829,-70.6747
378829500,3,3,146.0,500.0,3,-33.1829,-70.6747
609735100,5,4,278.0,495.0,3,-33.2773,-70.6106
337338650,4,3,120.0,285.0,2,-33.4833,-70.55
171627803,3,3,105.0,105.0,0,-33.2833,-70.8778
125482762,3,2,72.0,122.0,3,-33.5167,-70.7667
299455700,3,3,112.0,220.0,2,-33.1829,-70.6747
274200400,3,2,100.0,200.0,0,-33.1829,-70.6747
281055410,4,3,150.0,245.0,0,-33.1829,-70.6747
71292104,4,2,60.0,80.0,2,-33.6167,-70.5667
265000000,4,2,115.0,285.0,2,-33.5167,-70.6389
117942251,5,3,80.0,124.0,2,-33.582,-70.692
121500000,4,2,127.0,129.0,1,-33.5167,-70.7667
540824210,4,2,160.0,200.0,0,-33.4088,-70.5671
137900000,4,2,106.0,112.0,1,-33.452,-70.723
876719700,4,4,270.0,887.0,0,-33.4088,-70.5671
299455700,4,4,140.0,350.0,0,-33.5167,-70.6389
566440300,4,4,225.0,520.0,3,-33.1829,-70.6747
87000000,3,2,85.0,100.0,2,-33.5985,-70.8734
97000000,3,1,60.0,80.0,1,-33.4766,-70.6062
360000000,7,2,290.0,189.0,0,-33.4037,-70.64
125000000,2,2,70.0,90.0,2,-33.5167,-70.7667
130000000,3,2,91.0,140.0,1,-33.5167,-70.7667
135000000,3,3,87.0,136.0,1,-33.5167,-70.7667
126000000,3,1,76.0,88.0,0,-33.4624,-70.6491
553812650,5,4,220.0,360.0,2,-33.35,-70.6
223689800,4,2,165.0,220.0,0,-33.45,-70.7
162355500,3,3,84.0,116.0,0,-33.5167,-70.7667
324711000,3,3,115.0,300.0,2,-33.5167,-70.6389
120000000,4,2,120.0,200.0,2,-33.4833,-70.55
613343000,4,3,180.0,360.0,3,-33.443,-70.532
191218700,1,1,7.0,38.0,1,-33.4088,-70.5671
92000000,2,1,75.0,100.0,2,-33.4034,-70.7213
148400900,3,3,75.0,124.0,0,-33.727,-70.7046
95000000,3,1,75.0,123.0,0,-33.6167,-70.5667
124000000,3,3,112.0,120.0,2,-33.6844,-70.9248
117500000,2,1,100.0,198.0,1,-33.5167,-70.7667
135151934,4,1,91.0,106.0,1,-33.452,-70.723
541185000,4,2,247.0,509.0,4,-33.2773,-70.6106
263376700,2,2,75.0,85.0,1,-33.4088,-70.5671
160190760,3,3,84.0,116.0,0,-33.5167,-70.7667
140708100,3,3,110.0,136.0,3,-33.5167,-70.7667
140347310,3,3,80.0,173.0,1,-33.6167,-70.5667
358986050,3,3,174.0,284.0,3,-33.5167,-70.6389
948877700,6,5,343.0,583.0,3,-33.435,-70.615
105000000,3,1,89.0,158.0,2,-33.5167,-70.6389
380000000,3,2,146.0,200.0,2,-33.5007,-70.6514
486705710,3,2,103.0,200.0,3,-33.4088,-70.5671
306671500,5,2,100.0,235.0,0,-33.6167,-70.5667
469027000,4,2,161.0,350.0,0,-33.4088,-70.5671
396869000,4,3,119.0,270.0,2,-33.2773,-70.6106
340000000,4,1,140.0,215.0,0,-33.435,-70.615
86000000,3,1,39.0,279.0,1,-33.519,-70.629
155139700,3,3,90.0,215.0,3,-33.1829,-70.6747
317495200,3,1,140.0,178.0,1,-33.2468,-70.625
272396450,3,2,117.0,293.0,2,-33.4766,-70.6062
210000000,6,2,224.0,160.0,2,-33.422,-70.72
173179200,1,1,47.0,54.0,0,-33.4088,-70.5671
150000000,5,2,180.0,200.0,2,-33.2468,-70.625
505106000,4,4,156.0,320.0,2,-33.4088,-70.5671
290435950,5,4,208.0,371.0,0,-33.5719,-70.8068
295847800,4,3,122.0,304.0,2,-33.727,-70.7046
209258200,9,6,250.0,209.0,2,-33.4833,-70.55
540824210,4,2,160.0,200.0,1,-33.4088,-70.5671
98000000,2,1,80.0,85.0,2,-33.5167,-70.7667
80000000,3,1,91.0,128.0,0,-33.4667,-70.6667
195000000,5,2,118.0,300.0,3,-33.4833,-70.55
147000000,4,2,100.0,122.0,2,-33.5167,-70.7667
490674400,4,4,190.0,299.0,2,-33.4088,-70.5671
176426310,3,3,95.0,115.0,2,-33.5985,-70.8734
414908500,4,3,151.0,205.0,2,-33.443,-70.532
156943650,3,3,93.0,145.0,2,-33.5167,-70.7667
350000000,3,2,78.0,183.0,2,-33.4088,-70.5671
100000000,3,1,54.0,108.0,1,-33.6167,-70.5667
277000000,4,3,135.0,220.0,3,-33.2773,-70.6106
117000000,2,1,65.0,200.0,0,-33.4037,-70.64
396869000,3,2,140.0,440.0,2,-33.5167,-70.6389
272396450,3,2,117.0,293.0,2,-33.4766,-70.6062
414908500,4,3,160.0,240.0,4,-33.4088,-70.5671
288632000,3,3,125.0,300.0,4,-33.5719,-70.8068
793738000,4,3,300.0,485.0,3,-33.443,-70.532
265000000,2,2,98.0,300.0,1,-33.5007,-70.6514
93805400,5,1,68.0,120.0,0,-33.5167,-70.7667
432587210,5,4,180.0,490.0,2,-33.4833,-70.55
80000000,3,1,69.0,125.0,2,-33.6167,-70.5667
47000000,2,1,67.0,60.0,1,-33.6167,-70.5667
75000000,3,1,62.0,88.0,1,-33.349,-70.6383
80000000,4,1,68.0,128.0,1,-33.6844,-70.9248
75000000,3,2,90.0,80.0,1,-33.349,-70.6383
160000000,5,2,165.0,315.0,1,-33.6167,-70.5667
65000000,4,2,44.0,72.0,1,-33.6167,-70.5667
50000000,5,1,58.0,66.0,1,-33.349,-70.6383
160000000,3,2,91.0,268.0,2,-33.727,-70.7046
60000000,3,1,38.0,101.0,1,-33.349,-70.6383
87000000,4,1,83.0,89.0,1,-33.6167,-70.5667
43000000,3,1,46.0,57.0,0,-33.6167,-70.5667
165000000,3,1,110.0,338.0,4,-33.6167,-70.5667
458203300,4,4,160.0,550.0,3,-33.1829,-70.6747
180000000,3,3,87.0,142.0,2,-33.3667,-70.7333
65000000,3,2,54.0,294.0,2,-33.2833,-70.8778
129884400,5,3,138.0,160.0,2,-33.5167,-70.7667
487066500,3,3,135.0,190.0,2,-33.4088,-70.5671
162355500,3,3,84.0,116.0,0,-33.5167,-70.7667
324711000,4,2,115.0,172.0,3,-33.2773,-70.6106
1400000000,10,12,657.0,657.0,0,-33.4624,-70.6491
1515318000,3,1,60.0,60.0,1,-33.6167,-70.5667
125000000,3,2,85.0,139.0,0,-33.6167,-70.5667
212324915,3,3,120.0,120.0,0,-33.5167,-70.7667
79373800,2,1,29.0,261.0,2,-33.4833,-70.55
120000000,4,3,147.0,90.0,2,-33.582,-70.692
360790000,5,3,154.0,240.0,2,-33.4833,-70.55
120000000,4,2,140.0,280.0,2,-33.7509,-70.8983
180395000,3,1,120.0,120.0,0,-33.4624,-70.6491
140000000,4,1,81.0,180.0,2,-33.4975,-70.6287
155139700,3,3,114.0,80.0,2,-33.4333,-70.7167
119060700,3,2,100.0,100.0,1,-33.5167,-70.7667
136198225,3,2,90.0,120.0,2,-33.5167,-70.7667
55000000,2,1,42.0,68.0,1,-33.6167,-70.5667
150088640,3,3,67.0,120.0,1,-33.5167,-70.7667
115452800,3,2,116.0,131.0,2,-33.5167,-70.6389
150000000,4,3,78.0,176.0,0,-33.2468,-70.625
144316000,4,3,128.0,150.0,1,-33.688,-71.2113
125000000,4,1,104.0,160.0,1,-33.422,-70.72
110000000,3,2,43.0,91.0,1,-33.6167,-70.5667
48000000,3,1,42.0,140.0,3,-33.349,-70.6383
50000000,2,1,42.0,108.0,1,-33.6167,-70.5667
131688350,3,1,69.0,150.0,1,-33.582,-70.692
270000000,4,1,81.0,919.0,4,-33.6167,-70.5667
205650300,3,2,103.0,209.0,2,-33.6167,-70.5667
487066500,3,1,670.0,670.0,1,-33.368,-70.642
375221600,4,2,100.0,300.0,0,-33.2773,-70.6106
190000000,4,3,253.0,309.0,5,-33.5719,-70.8068
519501521,6,5,238.0,416.0,0,-33.443,-70.532
79500000,2,1,70.0,100.0,0,-33.3667,-70.7333
92001450,5,1,126.0,103.0,1,-33.4333,-70.7167
667461500,6,5,329.0,921.0,6,-33.1829,-70.6747
138000000,4,2,107.0,190.0,2,-33.452,-70.723
310279400,4,3,115.0,300.0,3,-33.5167,-70.6389
396508210,3,3,183.0,325.0,3,-33.5167,-70.6389
190000000,4,2,110.0,250.0,3,-33.3667,-70.7333
270592500,3,2,85.0,118.0,1,-33.443,-70.532
100000000,2,1,64.0,70.0,1,-33.4333,-70.7167
188000000,3,2,118.0,688.0,4,-33.3864,-71.1369
180000000,4,2,220.0,220.0,0,-33.582,-70.692
260000000,4,3,139.0,147.0,1,-33.45,-70.7
91500000,2,1,56.0,109.0,0,-33.6167,-70.5667
108958580,3,1,100.0,121.0,0,-33.5167,-70.6333
243533250,3,3,124.0,198.0,2,-33.5167,-70.6389
396869000,7,4,170.0,303.0,6,-33.2773,-70.6106
135000000,3,3,90.0,112.0,1,-33.5167,-70.7667
93000000,2,1,50.0,140.0,3,-33.5167,-70.7667
132000000,7,3,145.0,110.0,1,-33.5167,-70.7667
125000000,2,1,54.0,128.0,2,-33.5167,-70.7667
85000000,3,2,45.0,104.0,3,-33.688,-71.2113
613343000,5,4,240.0,570.0,2,-33.1829,-70.6747
153335750,3,2,92.0,170.0,2,-33.452,-70.723
80000000,3,1,110.0,141.0,2,-33.2833,-70.8778
496086250,5,3,165.0,460.0,3,-33.4088,-70.5671
220000000,4,1,125.0,279.0,0,-33.4037,-70.64
92000000,3,1,63.0,128.0,0,-33.5167,-70.7667
130000000,4,1,100.0,117.0,0,-33.4037,-70.64
115000000,3,2,67.0,74.0,0,-33.4624,-70.6491
479850700,3,3,136.0,418.0,0,-33.3641,-70.6134
85000000,2,2,78.0,87.0,0,-33.6167,-70.5667
85000000,2,2,78.0,87.0,0,-33.6167,-70.5667
78000000,2,1,75.0,87.0,0,-33.6167,-70.5667
138000000,4,2,91.0,181.0,0,-33.6167,-70.5667
242000000,4,3,149.0,342.0,2,-33.6167,-70.5667
133000000,3,1,95.0,181.0,0,-33.6167,-70.5667
350000000,4,2,133.0,373.0,0,-33.5007,-70.6514
147382715,3,2,94.0,94.0,2,-33.6167,-70.5667
306671500,4,3,130.0,300.0,2,-33.1829,-70.6747
300000000,3,1,64.0,390.0,8,-33.4037,-70.64
232709550,4,2,90.0,476.0,4,-33.4037,-70.64
73059975,3,1,67.0,110.0,2,-33.1829,-70.6747
