Price,Room,Bathroom,BuildingArea,TotalArea,Parking,Latitude,Longitude
60503000,2,1.0,66.0,102.0,0.0,-33.4034,-70.7213
151969300,5,3.0,105.0,118.0,2.0,-33.6167,-70.5667
83000000,3,2.0,96.0,110.0,1.0,-33.727,-70.7046
91110400,4,2.0,134.0,128.0,1.0,-33.6167,-70.5667
155000000,7,2.0,140.0,130.0,0.0,-33.2468,-70.625
113354150,3,2.0,60.0,120.0,1.0,-33.727,-70.7046
162895430,4,2.0,120.0,80.0,0.0,-33.2468,-70.625
79899550,2,1.0,118.0,118.0,3.0,-33.582,-70.692
108549500,3,2.0,88.0,97.0,1.0,-33.5167,-70.7667
69400500,3,1.0,50.0,86.0,1.0,-33.727,-70.7046
48046500,2,1.0,55.0,55.0,1.0,-33.5167,-70.7667
152000000,3,2.0,75.0,124.0,1.0,-33.5167,-70.7667
77000000,2,1.0,45.0,85.0,1.0,-33.727,-70.7046
70000000,3,1.0,49.0,82.0,1.0,-33.727,-70.7046
140000000,3,2.0,65.0,117.0,1.0,-33.727,-70.7046
80000000,2,1.0,51.0,98.0,1.0,-33.727,-70.7046
145000000,3,2.0,107.0,107.0,0.0,-33.4975,-70.6287
63000000,3,2.0,55.0,58.0,1.0,-33.582,-70.692
85000000,2,1.0,47.0,47.0,3.0,-33.519,-70.629
93000000,3,1.0,102.0,121.0,2.0,-33.519,-70.629
209625100,3,2.0,111.0,111.0,1.0,-33.5167,-70.6389
48000000,3,1.0,102.0,54.0,0.0,-33.5167,-70.6389
87195500,2,1.0,62.0,62.0,2.0,-33.582,-70.692
138801000,3,3.0,75.0,75.0,1.0,-33.727,-70.7046
249130000,4,3.0,100.0,100.0,5.0,-33.727,-70.7046
79000000,2,1.0,68.0,87.0,0.0,-33.4264,-70.6996
135000000,4,2.0,73.0,73.0,1.0,-33.6167,-70.5667
65000000,5,2.0,87.0,92.0,1.0,-33.1829,-70.6747
85000000,4,1.0,90.0,95.0,1.0,-33.422,-70.72
55000000,3,1.0,80.0,100.0,0.0,-33.5167,-70.7667
60000000,4,1.0,70.0,62.0,1.0,-33.3667,-70.7333
174746900,3,3.0,94.0,140.0,1.0,-33.3667,-70.7333
85000000,3,1.0,76.0,89.0,1.0,-33.5167,-70.6389
581896500,3,3.0,140.0,140.0,1.0,-33.4624,-70.6491
98940200,3,1.0,72.0,112.0,1.0,-33.6167,-70.5667
67265100,2,1.0,60.0,80.0,1.0,-33.5985,-70.8734
86839600,3,2.0,65.0,60.0,1.0,-33.5167,-70.7667
90754500,3,1.0,93.0,90.0,0.0,-33.2468,-70.625
120116250,4,2.0,140.0,140.0,2.0,-33.4333,-70.7167
120000000,4,2.0,98.0,133.0,2.0,-33.6167,-70.5667
135000000,3,2.0,65.0,102.0,1.0,-33.6167,-70.5667
68000000,2,1.0,45.0,45.0,1.0,-33.6167,-70.5667
130000000,3,2.0,80.0,110.0,1.0,-33.6167,-70.5667
75000000,4,1.0,50.0,87.0,1.0,-33.4333,-70.7167
121006000,3,2.0,60.0,145.0,2.0,-33.452,-70.723
150000000,2,2.0,51.0,51.0,2.0,-33.435,-70.615
274932750,3,3.0,95.0,95.0,0.0,-33.443,-70.532
88000000,4,2.0,85.0,100.0,1.0,-33.4333,-70.7167
150000000,3,2.0,58.0,140.0,1.0,-33.5167,-70.7667
77000000,4,1.0,72.0,100.0,1.0,-33.5167,-70.7667
137733300,3,3.0,66.0,118.0,1.0,-33.5167,-70.7667
96000000,4,2.0,86.0,134.0,3.0,-33.5167,-70.6389
95000000,3,2.0,80.0,128.0,2.0,-33.5167,-70.7667
55164500,3,1.0,78.0,78.0,1.0,-33.4624,-70.6491
95594740,3,1.0,89.0,110.0,1.0,-33.727,-70.7046
81002840,3,1.0,70.0,70.0,2.0,-33.7843,-70.7217
52566430,4,2.0,60.0,60.0,2.0,-33.7843,-70.7217
80219860,2,1.0,52.0,52.0,2.0,-33.7843,-70.7217
161934500,3,2.0,88.0,128.0,3.0,-33.3667,-70.7333
70000000,3,1.0,70.0,70.0,0.0,-33.472,-70.683
132000000,3,1.0,60.0,60.0,2.0,-33.5167,-70.6389
45000000,1,1.0,40.0,102.0,1.0,-33.349,-70.6383
122963450,3,3.0,98.0,98.0,1.0,-33.3667,-70.7333
50000000,4,1.0,117.0,117.0,0.0,-33.7843,-70.7217
139500000,4,2.0,80.0,80.0,1.0,-33.727,-70.7046
75000000,4,2.0,130.0,130.0,0.0,-33.727,-70.7046
53000000,3,1.0,70.0,90.0,0.0,-33.6167,-70.5667
92534000,3,2.0,130.0,145.0,1.0,-33.6844,-70.9248
88975000,3,1.0,54.0,140.0,1.0,-33.6936,-71.0118
78000000,3,1.0,52.0,52.0,1.0,-33.5167,-70.7667
338105000,3,3.0,99.0,113.0,1.0,-33.4624,-70.6491
206422000,4,3.0,126.0,126.0,2.0,-33.7509,-70.8983
78000000,2,1.0,53.0,75.0,2.0,-33.3667,-70.7333
150000000,4,3.0,110.0,110.0,1.0,-33.4333,-70.7167
110000000,4,1.0,88.0,128.0,3.0,-33.5167,-70.6389
78298000,2,1.0,50.0,69.0,1.0,-33.3667,-70.7333
113900000,4,2.0,90.0,130.0,2.0,-33.3667,-70.7333
90000000,4,1.0,77.0,91.0,0.0,-33.4333,-70.7167
92000000,2,2.0,55.0,85.0,2.0,-33.5167,-70.7667
58000000,4,1.0,120.0,120.0,1.0,-33.6844,-70.9248
80000000,5,2.0,100.0,100.0,1.0,-33.6844,-70.9248
64000000,4,1.0,65.0,65.0,1.0,-33.6844,-70.9248
68000000,3,1.0,58.0,58.0,1.0,-33.6844,-70.9248
55000000,3,1.0,70.0,70.0,0.0,-33.6844,-70.9248
105000000,2,2.0,73.0,73.0,0.0,-33.4624,-70.6491
80000000,3,1.0,90.0,90.0,1.0,-33.4274,-70.4843
155000000,3,2.0,75.0,75.0,3.0,-33.4975,-70.6287
79000000,4,2.0,133.0,133.0,0.0,-33.582,-70.692
40000000,2,1.0,50.0,25.0,10.0,-33.5985,-70.8734
65000000,3,1.0,82.0,82.0,0.0,-33.5985,-70.8734
80000000,3,2.0,90.0,90.0,0.0,-33.5985,-70.8734
60000000,4,3.0,90.0,90.0,1.0,-33.5985,-70.8734
79000000,2,1.0,58.0,58.0,0.0,-33.5985,-70.8734
75000000,2,1.0,50.0,50.0,0.0,-33.5985,-70.8734
155000000,4,2.0,140.0,140.0,0.0,-33.5985,-70.8734
119000000,3,3.0,57.0,57.0,1.0,-33.5719,-70.8068
77000000,3,2.0,91.0,91.0,0.0,-33.5167,-70.7667
120000000,3,1.0,70.0,70.0,0.0,-33.5167,-70.7667
140000000,2,2.0,75.0,75.0,1.0,-33.5167,-70.7667
115000000,3,2.0,133.0,133.0,0.0,-33.5667,-70.7167
140000000,3,1.0,100.0,100.0,3.0,-33.7015,-70.79
146900000,4,2.0,100.0,120.0,3.0,-33.3667,-70.7333
160155000,3,2.0,69.0,88.0,2.0,-33.5167,-70.6389
5427000,2,1.0,63.0,63.0,1.0,-33.582,-70.692
106770000,3,1.0,58.0,58.0,1.0,-33.4624,-70.6491
118000000,3,3.0,67.0,67.0,3.0,-33.582,-70.692
73000000,6,1.0,130.0,75.0,1.0,-33.4333,-70.7167
90000000,2,1.0,120.0,120.0,0.0,-33.2773,-70.6106
98500000,3,2.0,64.0,68.0,0.0,-33.4624,-70.6491
177238200,4,2.0,95.0,109.0,2.0,-33.4833,-70.55
73000000,3,1.0,51.0,63.0,1.0,-33.5167,-70.7667
160000000,3,2.0,80.0,80.0,4.0,-33.5985,-70.8734
70468200,3,1.0,73.0,62.0,1.0,-33.582,-70.692
64140500,1,1.0,18.0,18.0,0.0,-33.4624,-70.6491
42000000,1,1.0,48.0,102.0,1.0,-33.349,-70.6383
167273000,4,2.0,90.0,130.0,1.0,-33.3667,-70.7333
153037000,3,3.0,79.0,90.0,0.0,-33.1829,-70.6747
99652000,3,1.0,95.0,87.0,1.0,-33.5985,-70.8734
77000000,2,2.0,97.0,69.0,0.0,-33.422,-70.72
338105000,4,3.0,135.0,125.0,0.0,-33.4833,-70.55
142004100,3,1.0,107.0,135.0,2.0,-33.4264,-70.6996
79900000,4,1.0,76.0,85.0,2.0,-33.5167,-70.7667
78000000,3,2.0,58.0,90.0,1.0,-33.6167,-70.5667
130259400,3,2.0,70.0,144.0,1.0,-33.6167,-70.5667
150000000,3,3.0,80.0,120.0,2.0,-33.6167,-70.5667
105000000,3,2.0,98.0,98.0,2.0,-33.6167,-70.5667
97000000,4,2.0,80.0,80.0,1.0,-33.6167,-70.5667
135242000,1,1.0,37.0,37.0,1.0,-33.2773,-70.6106
153037000,3,3.0,90.0,90.0,2.0,-33.7509,-70.8983
335969600,3,3.0,122.0,134.0,0.0,-33.4833,-70.55
83636500,2,1.0,43.0,43.0,1.0,-33.2468,-70.625
124000000,3,2.0,90.0,110.0,2.0,-33.5167,-70.7667
107900000,3,2.0,70.0,108.0,3.0,-33.2833,-70.8778
469788000,3,3.0,140.0,140.0,0.0,-33.1829,-70.6747
401419610,3,3.0,140.0,140.0,0.0,-33.1829,-70.6747
437757000,3,3.0,140.0,140.0,2.0,-33.1829,-70.6747
98000000,2,1.0,48.0,91.0,2.0,-33.2833,-70.8778
115000000,2,2.0,84.0,84.0,0.0,-33.5167,-70.7667
78298000,2,1.0,52.0,110.0,1.0,-33.4975,-70.6287
93245800,2,1.0,80.0,97.0,2.0,-33.2833,-70.8778
89900000,4,1.0,75.0,120.0,2.0,-33.368,-70.642
170832000,3,3.0,116.0,116.0,2.0,-33.7509,-70.8983
166205300,3,2.0,87.0,138.0,0.0,-33.452,-70.723
188627000,2,2.0,49.0,58.0,1.0,-33.4624,-70.6491
160297360,3,1.0,63.0,135.0,0.0,-33.5167,-70.6389
134530200,3,2.0,145.0,62.0,2.0,-33.5167,-70.6389
132003310,3,3.0,66.0,141.0,2.0,-33.5167,-70.7667
107624160,5,2.0,100.0,100.0,1.0,-33.3667,-70.7333
55000000,5,1.0,90.0,120.0,0.0,-33.5167,-70.7667
129156110,3,2.0,60.0,98.0,0.0,-33.6167,-70.5667
97445420,3,2.0,106.0,106.0,1.0,-33.5167,-70.7667
132900000,3,2.0,77.0,120.0,2.0,-33.1829,-70.6747
110000000,2,2.0,55.0,55.0,3.0,-33.5167,-70.7667
60000000,4,1.0,61.0,61.0,1.0,-33.5667,-70.7167
400000000,3,2.0,100.0,100.0,2.0,-33.3867,-70.5688
84900000,3,2.0,62.0,88.0,2.0,-33.3667,-70.7333
145385150,3,2.0,94.0,94.0,2.0,-33.6167,-70.5667
79900000,2,1.0,60.0,95.0,3.0,-33.3667,-70.7333
89686800,3,1.0,65.0,65.0,1.0,-33.5167,-70.6389
44200000,3,1.0,65.0,67.0,0.0,-33.1829,-70.6747
140000000,4,2.0,71.0,136.0,0.0,-33.5167,-70.7667
